FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,CANTIDAD,UNIDAD DE MEDIDA
03/01/2010 12:00:00 AM,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,1,UNIDAD
03/02/2010 12:00:00 AM,05,ANTIOQUIA,05854,VALDIVIA,1,UNIDAD
03/02/2010 12:00:00 AM,19,CAUCA,19256,EL TAMBO,2,UNIDAD
03/02/2010 12:00:00 AM,54,NORTE DE SANTANDER,54128,CACHIRA,1,UNIDAD
03/03/2010 12:00:00 AM,05,ANTIOQUIA,05790,TARAZA,1,UNIDAD
03/03/2010 12:00:00 AM,18,CAQUETÁ,18756,SOLANO,1,UNIDAD
03/03/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,6,UNIDAD
03/04/2010 12:00:00 AM,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,6,UNIDAD
03/04/2010 12:00:00 AM,86,PUTUMAYO,86885,VILLAGARZON,1,UNIDAD
03/04/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,3,UNIDAD
03/05/2010 12:00:00 AM,52,NARIÑO,52254,EL PEÑOL,1,UNIDAD
03/05/2010 12:00:00 AM,54,NORTE DE SANTANDER,54128,CACHIRA,1,UNIDAD
03/05/2010 12:00:00 AM,54,NORTE DE SANTANDER,54261,EL ZULIA,1,UNIDAD
03/05/2010 12:00:00 AM,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,1,UNIDAD
03/05/2010 12:00:00 AM,76,VALLE DEL CAUCA,76364,JAMUNDI,1,UNIDAD
03/05/2010 12:00:00 AM,99,VICHADA,99773,CUMARIBO,1,UNIDAD
03/05/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,1,UNIDAD
03/06/2010 12:00:00 AM,05,ANTIOQUIA,05790,TARAZA,1,UNIDAD
03/06/2010 12:00:00 AM,19,CAUCA,19418,LOPEZ,2,UNIDAD
03/06/2010 12:00:00 AM,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,1,UNIDAD
03/06/2010 12:00:00 AM,86,PUTUMAYO,86885,VILLAGARZON,1,UNIDAD
03/06/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,3,UNIDAD
03/07/2010 12:00:00 AM,54,NORTE DE SANTANDER,54344,HACARI,1,UNIDAD
03/07/2010 12:00:00 AM,27,CHOCÓ,27077,BAJO BAUDO,1,UNIDAD
03/07/2010 12:00:00 AM,15,BOYACÁ,15325,GUAYATA,1,UNIDAD
03/07/2010 12:00:00 AM,19,CAUCA,19318,GUAPI,3,UNIDAD
03/07/2010 12:00:00 AM,19,CAUCA,19821,TORIBIO,1,UNIDAD
03/07/2010 12:00:00 AM,52,NARIÑO,52254,EL PEÑOL,1,UNIDAD
03/07/2010 12:00:00 AM,52,NARIÑO,52390,LA TOLA,1,UNIDAD
